age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
21,Local-gov,106,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,-104,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,50,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,-26,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,Local-gov,72,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
37,Self-emp-not-inc,-17,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,-76,0,40,United-States,>50K
32,Private,120,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-120,0,40,United-States,<=50K
36,Private,120,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
46,Private,86,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
36,Private,-71,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
50,Private,53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Private,97,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<=50K
40,Private,-14,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
33,Federal-gov,-81,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
56,Private,-59,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Private,-54,1st-4th,2,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,23,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,-128,0,40,United-States,<=50K
67,Self-emp-inc,44,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,83,0,30,England,>50K
53,Private,54,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,-106,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,58,0,40,United-States,>50K
29,Private,17,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K
61,Self-emp-inc,-120,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
19,Private,-45,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,35,United-States,<=50K
23,Private,-58,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,23,United-States,<=50K
67,?,-92,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,83,0,5,United-States,>50K
39,Private,28,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,31,0,44,United-States,>50K
43,Private,-7,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,42,0,40,United-States,<=50K
28,Private,-18,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
27,Private,-29,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
38,Private,-46,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
30,Private,-92,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,-31,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,50,Peru,<=50K
42,Private,-36,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,50,United-States,>50K
63,Local-gov,36,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,-75,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Private,-48,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,69,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,<=50K
44,?,-18,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,10,Poland,<=50K
30,Local-gov,-40,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,112,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,105,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-126,0,40,United-States,>50K
41,Private,-101,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Taiwan,>50K
33,State-gov,-36,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
41,Private,-41,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,54,40,United-States,<=50K
56,Private,23,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,122,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
42,Private,-73,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
67,?,97,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
43,Private,111,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,-12,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,<=50K
39,Private,11,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
62,Private,3,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,-77,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,-119,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
35,Private,47,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
51,Private,-101,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,95,40,United-States,>50K
28,Self-emp-not-inc,-106,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Private,95,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
57,Self-emp-inc,72,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
27,Private,119,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
48,Private,-64,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
47,Private,-118,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,3,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,13,0,40,United-States,<=50K
23,?,16,Bachelors,13,Never-married,?,Own-child,White,Male,91,0,40,United-States,<=50K
43,Private,-116,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,?,<=50K
38,Private,-5,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
68,Private,107,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
20,Private,-46,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,<=50K
45,Private,50,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K
50,Private,-63,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,65,0,40,El-Salvador,<=50K
53,?,97,12th,8,Married-civ-spouse,?,Wife,White,Female,0,0,40,Italy,<=50K
70,Private,23,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
79,?,91,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,-127,0,35,United-States,<=50K
46,Local-gov,27,9th,5,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
53,Federal-gov,15,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
37,Private,-115,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,12,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
18,Private,-116,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,<=50K
56,Private,57,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,-30,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
17,Private,2,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
31,Private,64,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
35,Private,-42,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,<=50K
58,Private,31,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K
37,Private,127,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
27,Private,-48,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,?,-22,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,16,United-States,<=50K
32,Private,29,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,62,United-States,<=50K
51,Private,8,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,-2,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Private,98,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,68,United-States,<=50K
19,Private,102,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
38,Private,120,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,82,0,50,United-States,<=50K
33,Private,-101,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,38,El-Salvador,<=50K
26,Private,59,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,36,United-States,<=50K
20,Federal-gov,-63,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
37,Private,-20,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
66,Private,108,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
44,?,67,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
73,Self-emp-not-inc,-78,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
36,Private,-118,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
55,State-gov,109,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,70,?,>50K
44,State-gov,98,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,110,40,United-States,>50K
42,Private,-19,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,54,40,United-States,<=50K
33,Private,-127,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,51,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50K
53,State-gov,83,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,65,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
34,Private,108,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,Iran,<=50K
45,State-gov,46,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,-127,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,<=50K
21,?,71,Some-college,10,Never-married,?,Own-child,White,Female,0,0,3,United-States,<=50K
21,Private,26,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,57,12th,8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K
45,Private,-89,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,-74,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,-97,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,90,United-States,<=50K
46,Self-emp-inc,114,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
32,Private,116,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-80,0,60,United-States,>50K
41,Private,114,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,?,>50K
18,Private,-92,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K
27,Private,-43,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,-48,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,13,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,<=50K
56,Private,-20,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
27,Private,-22,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,-84,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,67,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
55,Private,14,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
50,Private,-28,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
19,Private,-105,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,-35,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,73,40,United-States,>50K
59,Private,-80,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Self-emp-not-inc,-22,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
36,Private,86,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
30,Private,115,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,-86,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,78,United-States,<=50K
36,Private,-125,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,-83,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,54,40,United-States,<=50K
55,Private,-107,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Private,-1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
20,Self-emp-not-inc,-39,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,-46,10,United-States,<=50K
35,Private,23,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27,State-gov,1,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,126,0,40,United-States,<=50K
25,Private,-19,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
55,?,43,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50K
37,Private,96,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Self-emp-not-inc,-126,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,-39,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K
41,Private,22,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,-111,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
30,Private,55,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
60,Self-emp-inc,-117,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,>50K
17,Private,-29,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
29,Private,67,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
56,Local-gov,-10,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K
21,Local-gov,77,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K
50,Private,95,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,-63,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,India,<=50K
33,Private,108,Bachelors,13,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,<=50K
26,?,-101,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
50,Self-emp-not-inc,114,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,>50K
47,Private,49,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
34,Private,-46,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
28,Private,30,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,69,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,21,United-States,<=50K
54,?,2,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,95,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27,Self-emp-not-inc,6,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,26,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,8,Mexico,<=50K
32,Private,-65,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K
22,Private,-57,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Local-gov,106,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,-71,40,United-States,>50K
25,Private,99,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Federal-gov,-58,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,95,40,United-States,>50K
43,Self-emp-not-inc,119,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
28,Private,-84,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,-35,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
74,Self-emp-not-inc,79,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
20,Private,-35,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Yugoslavia,<=50K
46,Private,-5,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-120,0,40,United-States,<=50K
19,?,-12,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,England,<=50K
47,Private,-82,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,0,60,United-States,>50K
